timestamp,current_ma_left,current_ma_right,pwm_left,pwm_right,wheels_enabled
1741365213645488210,0,0,0,0,True
1741365213711358122,0,0,0,0,True
1741365213743070596,0,0,0,0,True
1741365213771953368,0,0,0,0,True
1741365213805743735,0,0,0,0,True
1741365213836153700,0,0,0,0,True
1741365213866738034,0,0,0,0,True
1741365213900895472,0,0,0,0,True
1741365213932311855,0,0,0,0,True
1741365213963142965,0,0,0,0,True
1741365213996119004,0,0,0,0,True
1741365214030508515,0,0,0,0,True
1741365214058522201,0,0,0,0,True
1741365214094840845,0,0,0,0,True
1741365214123250936,0,0,0,0,True
1741365214156756712,0,0,0,0,True
1741365214190935316,0,0,0,0,True
1741365214218928262,0,0,0,0,True
1741365214254558800,0,0,0,0,True
1741365214283668978,0,0,0,0,True
1741365214316712720,0,0,0,0,True
1741365214350189756,0,0,0,0,True
1741365214393892699,0,0,0,0,True
1741365214414433309,0,0,0,0,True
1741365214446554002,0,0,0,0,True
1741365214475190665,0,0,0,0,True
1741365214509306011,0,0,0,0,True
1741365214539726143,0,0,0,0,True
1741365214572931458,0,0,0,0,True
1741365214605350593,0,0,0,0,True
1741365214635419505,0,0,0,0,True
1741365214668241860,0,0,0,0,True
1741365214702465224,0,0,0,0,True
1741365214733200520,0,0,0,0,True
1741365214763528004,0,0,0,0,True
1741365214796564931,0,0,0,0,True
1741365214828084259,0,0,0,0,True
1741365214863824685,0,0,0,0,True
1741365214893918560,0,0,0,0,True
1741365214923667030,0,0,0,0,True
1741365214957648709,0,0,0,0,True
1741365214988880465,0,0,0,0,True
1741365215019827796,0,0,0,0,True
1741365215055555389,0,0,0,0,True
1741365215083602686,0,0,0,0,True
1741365215278061593,0,0,0,0,True
1741365215309961029,0,0,591,591,True
1741365215340212273,188,141,5950,5949,True
1741365215372565928,251,207,9763,10095,True
1741365215405911964,238,225,12928,12046,True
1741365215436559020,203,232,12636,14834,True
1741365215468350993,176,243,16190,16295,True
1741365215500683667,250,203,17208,17666,True
1741365215531721720,222,222,20232,19740,True
1741365215563968449,152,221,22114,21583,True
1741365215596161994,178,219,24266,23437,True
1741365215627809894,138,202,26241,25300,True
1741365215659557739,236,193,26259,27071,True
1741365215695529256,234,210,29245,29707,True
1741365215722790614,188,219,32306,30978,True
1741365215756686035,166,211,32767,32767,True
1741365215789057005,100,157,32767,32767,True
1741365215820025892,102,97,29820,30475,True
1741365215856276777,64,28,27336,26771,True
1741365215888644136,16,15,25476,22965,True
1741365215916438286,20,17,21390,21514,True
1741365215949374159,33,16,19019,19350,True
1741365215979727661,21,19,18919,17472,True
1741365216012456350,23,20,14449,15524,True
1741365216045178095,21,21,13520,14042,True
1741365216075944502,21,21,12319,11653,True
1741365216109697980,34,30,10421,9526,True
1741365216140117371,43,32,6924,7548,True
1741365216171800474,23,33,6224,5447,True
1741365216203523967,41,48,3315,3687,True
1741365216234958702,17,20,2105,2039,True
1741365216268751902,32,30,0,0,True
1741365216300677745,0,0,0,0,True
1741365216333047826,0,0,0,0,True
1741365216363321032,0,0,0,0,True
1741365216398313686,0,0,0,0,True
1741365216428411654,0,0,0,0,True
1741365216460969881,16,24,-1665,1680,True
1741365216495837165,163,242,-8471,8550,True
1741365216523942666,199,197,-10593,9218,True
1741365216556962501,243,184,-14833,11425,True
1741365216589423655,263,201,-14255,12948,True
1741365216619634714,142,91,-12558,11211,True
1741365216654041298,53,72,-10633,10476,True
1741365216682947014,50,56,-9916,9866,True
1741365216717246062,57,63,-9783,9747,True
1741365216750079584,55,52,-11095,9865,True
1741365216780236125,48,55,-10828,9916,True
1741365216812423892,78,85,-11565,9944,True
1741365216845401635,99,90,-11163,10141,True
1741365216874508109,96,80,-10885,9861,True
1741365216910986808,77,85,-11078,10218,True
1741365216940448724,102,95,-11479,10379,True
1741365216972744509,57,18,-7562,6680,True
1741365217005552994,11,26,-5436,3902,True
1741365217036002532,62,113,-452,419,True
1741365217068741036,40,34,0,0,True
1741365217101235116,0,0,0,0,True
1741365217132865238,0,0,0,0,True
1741365217163780422,0,0,0,0,True
1741365217198582355,0,0,0,0,True
1741365217229229819,0,0,0,0,True
1741365217260123428,0,0,0,0,True
1741365217293671204,0,0,0,0,True
1741365217324095502,0,0,0,0,True
1741365217357023634,0,0,591,591,True
1741365217390111765,104,203,7167,7345,True
1741365217420272213,247,206,9992,8503,True
1741365217456685987,229,210,12894,11460,True
1741365217484671784,172,227,14054,13414,True
1741365217515619208,179,197,15511,15017,True
1741365217550716047,217,176,16412,17248,True
1741365217579716225,170,185,20579,19031,True
1741365217612835560,231,207,21529,21018,True
1741365217645921450,266,204,22125,23032,True
1741365217675990084,191,207,25449,24964,True
1741365217709849172,182,213,27866,27549,True
1741365217740587246,197,202,29063,29193,True
1741365217772770272,249,211,31496,30834,True
1741365217804919947,223,216,31363,32767,True
1741365217835773557,124,174,32767,32547,True
1741365217869900476,135,63,30187,30064,True
1741365217901713135,31,36,28047,27303,True
1741365217932631781,27,15,26275,24272,True
1741365217965412359,23,23,22827,20694,True
1741365217996584541,20,18,21314,19814,True
1741365218028328663,30,18,19006,18001,True
1741365218060212747,25,20,16155,15967,True
1741365218093934243,20,22,13822,14534,True
1741365218126426138,19,23,11488,12038,True
1741365218156919028,21,20,12001,10469,True
1741365218190690135,30,29,7641,8537,True
1741365218218391861,29,21,7346,6667,True
1741365218254471285,50,37,4643,4041,True
1741365218285440079,10,48,2886,2163,True
1741365218316203819,49,60,0,0,True
1741365218352304354,0,0,0,0,True
1741365218378674756,0,0,0,0,True
1741365218412841027,1,0,0,0,True
1741365218444928517,0,0,0,0,True
1741365218475439500,0,0,0,0,True
1741365218511590164,0,0,0,0,True
1741365218540457029,0,0,0,0,True
1741365218572846035,0,0,0,0,True
1741365218605811167,0,0,0,0,True
1741365218635521859,0,0,0,0,True
1741365218668604360,0,0,0,0,True
1741365218702091525,0,0,0,0,True
1741365218733342873,0,0,0,0,True
1741365218767441237,0,0,0,0,True
1741365218796623137,0,0,0,0,True
1741365218828634942,118,148,5030,5030,True
1741365218860626989,308,195,8335,9011,True
1741365218894717816,270,273,11667,12212,True
1741365218923623551,215,210,11632,12995,True
1741365218957147679,220,175,13643,14138,True
1741365218990433678,201,198,17460,16430,True
1741365219021724600,230,216,17862,18810,True
1741365219054145050,222,218,20098,20829,True
1741365219083622485,195,197,21432,22345,True
1741365219116360637,183,214,25523,24159,True
1741365219149274306,151,197,27637,25992,True
1741365219179910844,238,220,27900,28527,True
1741365219213203528,189,177,30905,29975,True
1741365219245326111,247,195,31145,32306,True
1741365219275667798,152,184,32767,32700,True
1741365219309341388,56,121,31609,31419,True
1741365219340874104,72,41,28192,28688,True
1741365219372513486,22,20,24558,25005,True
1741365219405506470,24,23,23207,21505,True
1741365219435926638,16,21,20718,19773,True
1741365219468681938,26,23,19741,18689,True
1741365219502314991,20,19,17338,17068,True
1741365219532831992,31,22,15495,14300,True
1741365219565138906,24,23,12304,12424,True
1741365219596633326,21,20,11380,10808,True
1741365219628458522,29,19,9703,8918,True
1741365219660977731,16,34,7550,7029,True
1741365219695545944,15,30,5699,4753,True
1741365219722425675,13,41,3749,2572,True
1741365219756648557,38,27,596,394,True
1741365219789030600,18,16,0,0,True
1741365219819971913,0,0,0,0,True
1741365219855630970,0,0,0,0,True
1741365219882737829,0,0,0,0,True
1741365219917790520,0,0,0,0,True
1741365219949138941,0,0,0,0,True
1741365219980342567,142,105,4987,-5030,True
1741365220012365576,273,112,8178,-8268,True
1741365220041030090,318,321,12569,-12478,True
1741365220075964004,234,222,13357,-13452,True
1741365220110023758,112,162,11117,-12179,True
1741365220140439241,87,54,9691,-10477,True
1741365220172888951,32,66,10196,-9907,True
1741365220203280564,24,56,9733,-9708,True
1741365220236847673,28,59,9919,-9614,True
